fare_amount,pickup_longitude,pickup_latitude,dropoff_longitude,dropoff_latitude,passenger_count,long_diff,lat_diff,year,month,day,hour,weekday,time_of_day,distance,cost_per_km,Country,State,City,Area,max_temp,min_temp,precipitation,snow
15.3,-73.993123,40.756065,-73.951075,40.771259,1,0.042047999999994,0.015194000000001,2010,6,9,12,2,afternoon,3930.8671928584017,3.8922709034273746,United States,New York,New York,Manhattan,20.0,13.9,22.6,0.0
14.1,-73.977688,40.748787,-73.962413,40.773045,2,0.0152750000000025,0.0242580000000032,2010,7,16,15,4,evening rush hour,2986.690081822648,4.720945131138406,United States,New York,New York,Manhattan,33.9,23.3,0.0,0.0
3.7,-73.99855699999999,40.744975,-74.003727,40.750633,2,0.0051700000000067,0.0056580000000039,2011,9,23,19,4,night,765.1329179438607,4.835761098794441,United States,New York,New York,Manhattan,22.8,20.6,66.3,0.0
4.9,-73.972002,40.754096,-73.967706,40.76041,1,0.0042959999999965,0.0063140000000032,2009,10,6,8,1,morning rush hour,789.450661489222,6.206847671463884,United States,New York,New York,Manhattan,18.9,10.0,0.0,0.0
5.7,-73.988812,40.748408000000005,-74.002622,40.749845,2,0.0138100000000065,0.0014369999999956,2009,10,24,1,5,clubbing,1177.1676358309005,4.842131083545014,United States,New York,New York,Manhattan,18.3,11.7,46.0,0.0
6.0,-73.989563,40.756625,-73.980659,40.764579,1,0.0089040000000011,0.007953999999998,2014,11,13,7,3,morning rush hour,1159.9409750327522,5.17267699749169,United States,New York,New York,Manhattan,8.9,2.2,5.1,0.0
7.3,-73.987557,40.739005,-73.982827,40.759953,1,0.004729999999995,0.0209480000000041,2011,11,8,7,1,morning rush hour,2360.304361713423,3.0928214676096637,United States,New York,New York,Manhattan,20.0,11.7,0.0,0.0
4.5,-73.981302,40.772932,-73.98231,40.763781,1,0.0010079999999987,0.0091509999999956,2009,1,30,7,4,morning rush hour,1019.7707442823604,4.412756519277054,United States,New York,New York,Manhattan,1.7,-3.3,0.0,0.0
6.5,-73.98983299999999,40.738443,-73.994968,40.75001,1,0.0051350000000098,0.0115670000000065,2010,11,24,18,2,evening rush hour,1355.7450576536942,4.794411724612263,United States,New York,New York,Manhattan,10.0,5.0,0.0,0.0
5.0,-73.95679799999999,40.77771,-73.963942,40.772067,5,0.0071440000000109,0.0056429999999991,2014,8,2,14,5,afternoon,869.7273687651223,5.748927973945701,United States,New York,New York,Manhattan,23.3,17.2,10.4,0.0
5.5,-73.969727,40.75461,-73.979652,40.752927,1,0.0099249999999955,0.0016829999999998,2014,8,5,7,1,morning rush hour,858.7265649446998,6.404832719195299,United States,New York,New York,Manhattan,32.2,21.7,0.0,0.0
4.9,-73.99970400000001,40.746502,-73.987596,40.750219,3,0.0121080000000119,0.0037170000000017,2009,6,28,2,6,clubbing,1102.739654067663,4.443478550830585,United States,New York,New York,Manhattan,27.8,17.8,0.0,0.0
8.5,-73.987841,40.749987,-73.990002,40.725704,1,0.0021610000000009,0.0242829999999969,2011,9,18,19,6,night,2702.769965607939,3.1449217314682123,United States,New York,New York,Manhattan,20.0,11.7,0.0,0.0
10.9,-73.99995600000001,40.761246,-73.971215,40.763791999999995,1,0.0287410000000107,0.0025459999999952,2010,12,7,10,1,morning rush hour,2443.2019838230863,4.4613585254805015,United States,New York,New York,Manhattan,2.2,-1.1,0.0,0.0
9.7,-73.97636999999999,40.753761,-73.994151,40.742622999999995,1,0.0177810000000135,0.0111380000000025,2011,3,25,10,4,morning rush hour,1945.4809384574176,4.985913667029388,United States,New York,New York,Manhattan,5.6,-2.2,0.0,0.0
7.5,-73.968475,40.765066999999995,-73.96722199999999,40.755842,1,0.0012530000000054,0.0092249999999936,2014,10,30,21,3,night,1029.8786935539752,7.282411071267522,United States,New York,New York,Manhattan,15.0,8.3,0.0,0.0
13.0,-73.9672622680664,40.75679397583008,-73.9752655029297,40.73007583618164,1,0.0080032348632954,0.0267181396484375,2015,4,24,18,4,evening rush hour,3043.047010730031,4.2720339035713035,United States,New York,New York,Manhattan,11.1,3.9,0.0,0.0
7.5,-73.9840316772461,40.7806510925293,-73.98234558105469,40.76580429077149,1,0.0016860961914062,0.0148468017578053,2015,3,17,9,1,morning rush hour,1654.8636741749715,4.532095372592614,United States,New York,New York,Manhattan,13.9,1.1,0.5,0.0
3.5,-73.9798355102539,40.76580810546875,-73.98334503173827,40.76039123535156,1,0.0035095214843607,0.0054168701171875,2015,4,21,16,1,evening rush hour,670.5676479150902,5.219458485481815,United States,New York,New York,Manhattan,18.3,11.1,5.1,0.0
11.5,-73.981897,40.77828,-73.97000200000001,40.763105,1,0.0118949999999955,0.0151749999999992,2014,2,27,9,3,morning rush hour,1961.7167130486405,5.862212379344123,United States,New York,New York,Manhattan,1.1,-9.9,0.0,0.0
6.5,-74.004002,40.725778000000005,-73.991573,40.742340000000006,1,0.0124289999999973,0.0165620000000004,2011,3,20,12,6,afternoon,2117.7643364810856,3.0692744645990753,United States,New York,New York,Manhattan,10.6,1.1,0.0,0.0
11.3,-73.98909,40.736507,-73.99249499999999,40.711923,5,0.0034049999999865,0.0245840000000043,2010,12,10,20,4,night,2745.1329009297942,4.116376294995633,United States,New York,New York,Manhattan,3.3,-5.6,0.0,0.0
6.5,-73.991337,40.730025,-73.986687,40.739982,1,0.004649999999998,0.0099569999999999,2014,11,5,14,2,afternoon,1173.4077745817222,5.5394212828673455,United States,New York,New York,Manhattan,17.8,13.3,0.0,0.0
5.5,-73.988439,40.727271,-73.994127,40.73202,1,0.0056880000000063,0.0047489999999967,2014,1,25,15,5,evening rush hour,713.4494952941393,7.7090250063635875,United States,New York,New York,Manhattan,-2.1,-7.1,1.0,25.0
5.5,-73.95840454101562,40.781471252441406,-73.95967864990234,40.77518081665039,1,0.0012741088867187,0.0062904357910156,2015,4,26,9,6,morning rush hour,706.7822088142931,7.781746528717624,United States,New York,New York,Manhattan,17.8,7.8,0.0,0.0
6.5,-73.97384,40.78293,-73.95206800000001,40.784343,1,0.0217719999999843,0.0014129999999994,2009,8,26,22,2,night,1844.4549004811024,3.524076407780184,United States,New York,New York,Manhattan,29.4,21.1,0.8,0.0
8.5,-73.967885,40.763388,-73.955567,40.783161,1,0.0123179999999933,0.0197730000000007,2014,1,31,7,4,morning rush hour,2429.587291150772,3.498536574898687,United States,New York,New York,Manhattan,3.9,-3.8,0.0,0.0
9.0,-73.950974,40.785906,-73.968338,40.755334000000005,1,0.0173640000000006,0.0305719999999922,2009,3,22,21,6,night,3697.99171612536,2.433753423717757,United States,New York,New York,Manhattan,12.2,1.7,0.0,0.0
6.9,-73.995553,40.738638,-73.976414,40.739574,1,0.0191389999999955,0.0009359999999958,2011,10,8,11,5,afternoon,1619.9340867664253,4.2594325635638635,United States,New York,New York,Manhattan,25.0,12.2,0.0,0.0
4.5,-73.99374399999999,40.745699,-73.982928,40.756609999999995,1,0.0108159999999912,0.010910999999993,2011,10,3,0,0,clubbing,1517.382054285193,2.965634124439317,United States,New York,New York,Manhattan,14.4,8.9,1.3,0.0
8.5,-73.994907,40.750147,-73.970375,40.750812,1,0.0245319999999935,0.000665000000005,2014,4,8,6,1,early morning,2073.0842154526295,4.1001711057571,United States,New York,New York,Manhattan,17.8,7.8,8.6,0.0
6.9,-73.97055300000001,40.76187,-73.987115,40.749163,5,0.0165619999999933,0.0127069999999989,2009,5,2,14,5,afternoon,1986.7670960298456,3.4729787974585755,United States,New York,New York,Manhattan,20.0,12.2,2.8,0.0
8.5,-73.979063,40.736416,-73.991126,40.749829,1,0.0120629999999977,0.0134129999999998,2009,10,17,12,5,afternoon,1804.6245797948695,4.710120927736775,United States,New York,New York,Manhattan,8.9,5.6,0.8,0.0
7.3,-73.993672,40.736399,-73.973199,40.748451,1,0.0204730000000097,0.0120520000000041,2009,4,16,22,3,night,2186.618940348022,3.3384875001760173,United States,New York,New York,Manhattan,17.8,6.7,0.0,0.0
7.3,-73.977109,40.774861,-73.956347,40.767309,2,0.0207620000000048,0.007552000000004,2009,9,7,17,0,evening rush hour,1943.1391612992616,3.7568076159398296,United States,New York,New York,Manhattan,23.3,15.6,0.0,0.0
12.0,-73.989622,40.747355,-73.963137,40.774762,1,0.0264849999999938,0.0274070000000037,2014,2,1,18,5,evening rush hour,3776.812793160036,3.177282183997178,United States,New York,New York,Manhattan,7.2,2.2,0.0,0.0
12.1,-73.97681999999999,40.762404,-74.00712800000001,40.734908,3,0.0303080000000193,0.0274959999999993,2010,5,28,19,4,night,3984.343422316096,3.036886813578504,United States,New York,New York,Manhattan,21.1,13.3,0.0,0.0
6.9,-73.988682,40.758897999999995,-73.9867,40.748473,4,0.0019819999999981,0.0104249999999979,2009,8,11,21,1,night,1169.7241288967357,5.898826765681893,United States,New York,New York,Manhattan,30.6,24.4,0.0,0.0
6.0,-73.9814682006836,40.778656005859375,-73.97367095947266,40.78538513183594,6,0.0077972412109375,0.0067291259765625,2015,2,11,8,2,morning rush hour,995.7951315899531,6.025335743929575,United States,New York,New York,Manhattan,1.1,-5.5,0.0,0.0
14.5,-74.00100708007811,40.75724792480469,-74.00175476074219,40.72468185424805,1,0.0007476806640767,0.0325660705566406,2015,5,15,16,4,evening rush hour,3616.977806355334,4.0088717090058665,United States,New York,New York,Manhattan,23.9,12.8,0.0,0.0
10.7,-73.968363,40.763952,-73.984053,40.738325,1,0.0156900000000064,0.025627,2009,1,30,18,4,evening rush hour,3139.2047764950626,3.408506536469597,United States,New York,New York,Manhattan,1.7,-3.3,0.0,0.0
4.5,-73.959388,40.774395,-73.95315500000001,40.780503,1,0.0062329999999946,0.0061080000000046,2009,3,20,10,4,morning rush hour,858.4511385331701,5.241998988654288,United States,New York,New York,Manhattan,7.8,0.6,1.0,0.0
14.9,-73.999013,40.739604,-73.983869,40.769794,2,0.0151440000000064,0.0301899999999974,2009,7,23,23,3,clubbing,3588.206528074716,4.152492305952837,United States,New York,New York,Manhattan,25.0,17.8,9.9,0.0
4.9,-73.99225200000001,40.738147999999995,-74.000475,40.746174,1,0.0082229999999867,0.008026000000008,2009,8,22,13,5,afternoon,1129.9350953444114,4.336532266489563,United States,New York,New York,Manhattan,27.2,21.1,18.8,0.0
4.5,-73.989153,40.768087,-73.978812,40.762195,1,0.0103409999999968,0.0058920000000028,2011,6,1,6,2,early morning,1091.0801623334155,4.124353237599124,United States,New York,New York,Manhattan,32.2,20.6,0.0,0.0
8.1,-73.99351899999999,40.747299,-74.001051,40.757414,1,0.0075320000000118,0.0101149999999989,2011,5,9,18,0,evening rush hour,1290.8543798997714,6.274913829264712,United States,New York,New York,Manhattan,21.7,12.2,0.0,0.0
9.3,-73.982298,40.772601,-73.954927,40.787738,1,0.0273710000000022,0.0151369999999957,2011,2,8,13,1,afternoon,2857.2757549851863,3.254848603175236,United States,New York,New York,Manhattan,5.0,-7.8,2.8,0.0
4.5,-73.999935,40.727001,-73.99208,40.731505,1,0.0078549999999921,0.0045039999999971,2011,3,4,14,4,afternoon,830.9633637982222,5.415401203045947,United States,New York,New York,Manhattan,5.0,-2.8,0.0,0.0
8.9,-73.981033,40.750267,-73.988039,40.769941,1,0.007006000000004,0.0196740000000019,2010,5,21,9,4,morning rush hour,2263.4595498725243,3.93203404076792,United States,New York,New York,Manhattan,29.4,16.1,0.0,0.0
4.9,-73.9907,40.718388,-73.977237,40.722028,5,0.0134630000000015,0.0036400000000043,2009,12,8,1,1,clubbing,1207.174713964819,4.059064477838957,United States,New York,New York,Manhattan,6.7,1.1,0.0,0.0
5.8,-73.994847,40.745045000000005,-73.981476,40.741249,2,0.0133709999999922,0.0037960000000012,2009,4,10,22,4,night,1205.4367773685426,4.811533967514535,United States,New York,New York,Manhattan,15.0,7.2,0.0,0.0
9.5,-74.00455699999999,40.733812,-73.99725699999999,40.719491999999995,1,0.0073000000000007,0.0143200000000049,2014,2,2,0,6,clubbing,1705.6166629947595,5.5698330147172035,United States,New York,New York,Manhattan,13.3,3.9,0.0,0.0
4.9,-73.987123,40.764399,-73.993983,40.756412,1,0.0068600000000031,0.0079869999999999,2011,8,3,1,2,clubbing,1059.346320282839,4.6254939543205555,United States,New York,New York,Manhattan,31.1,19.4,19.3,0.0
11.7,-73.976578,40.780851,-73.98338100000001,40.759418,2,0.0068030000000049,0.0214330000000018,2009,12,2,19,2,night,2448.4425440374303,4.778547909360759,United States,New York,New York,Manhattan,13.3,5.0,11.4,0.0
4.1,-73.98734300000001,40.768783,-73.982416,40.775779,2,0.0049270000000092,0.0069960000000008,2009,8,23,16,6,evening rush hour,881.2479235937442,4.6524932317345264,United States,New York,New York,Manhattan,28.9,22.8,0.5,0.0
8.5,-73.99134063720702,40.77031326293945,-73.98513793945312,40.75818252563477,1,0.006202697753892,0.0121307373046803,2015,2,24,8,1,morning rush hour,1445.333732923748,5.880994684048129,United States,New York,New York,Manhattan,-4.3,-15.5,0.0,0.0
8.1,-74.00058299999999,40.7324,-73.992458,40.756279,1,0.0081249999999926,0.0238790000000008,2010,1,30,22,5,night,2739.093263383718,2.957182987626251,United States,New York,New York,Manhattan,-6.7,-10.6,0.0,0.0
13.5,-73.9736,40.763617,-73.99168,40.74905,6,0.0180799999999976,0.0145670000000066,2014,7,2,14,2,afternoon,2224.359749987374,6.0691621488280525,United States,New York,New York,Manhattan,32.8,22.2,24.4,0.0
4.1,-74.000466,40.728835,-73.995634,40.72514,2,0.0048320000000074,0.0036949999999933,2009,1,25,0,6,clubbing,578.7962455996487,7.083667233798809,United States,New York,New York,Manhattan,-2.8,-10.6,0.0,0.0
3.3,-73.98354499999999,40.738308,-73.979945,40.743212,5,0.0035999999999916,0.0049039999999962,2010,6,25,0,4,clubbing,623.7229093848678,5.290810952021224,United States,New York,New York,Manhattan,30.6,21.7,0.0,0.0
4.1,-73.984212,40.750597,-73.983302,40.744887,5,0.0009100000000046,0.0057100000000005,2009,11,10,14,1,afternoon,638.7305226443568,6.4189824263069815,United States,New York,New York,Manhattan,18.3,13.3,0.0,0.0
3.7,-73.982428,40.742898,-73.976782,40.747485,1,0.0056459999999987,0.0045870000000007,2010,12,21,1,1,clubbing,697.7517304829693,5.302745716501394,United States,New York,New York,Manhattan,3.3,-2.2,0.0,0.0
4.1,-73.964158,40.757003999999995,-73.970682,40.75875,1,0.0065239999999988,0.0017460000000042,2011,2,14,10,0,morning rush hour,584.0263153347968,7.020231610025395,United States,New York,New York,Manhattan,14.4,2.8,0.0,0.0
6.9,-73.976438,40.776323,-73.951912,40.784557,1,0.0245260000000087,0.0082340000000016,2009,8,25,22,1,night,2263.265355516616,3.048692449244422,United States,New York,New York,Manhattan,28.3,20.6,0.0,0.0
15.7,-73.986335,40.76199,-74.006202,40.733623,1,0.0198670000000049,0.0283669999999958,2010,4,1,19,3,night,3569.1104515862853,4.398855180573681,United States,New York,New York,Manhattan,21.1,8.9,0.0,0.0
10.9,-73.971857,40.765348,-73.95543599999999,40.744462,1,0.0164210000000082,0.0208860000000044,2010,11,19,21,4,night,2702.2948821523905,4.033608645744131,United States,New York,New York,Manhattan,8.9,4.4,0.0,0.0
6.9,-73.98754699999999,40.749711,-73.967884,40.75302,1,0.0196629999999942,0.0033090000000015,2011,3,21,22,0,night,1700.722902265816,4.057098302614354,United States,New York,New York,Manhattan,7.2,2.2,11.2,0.0
7.3,-73.99169499999999,40.729895,-73.97797800000001,40.751259999999995,1,0.0137169999999855,0.0213649999999958,2011,10,23,15,6,evening rush hour,2640.337633480852,2.764797921081081,United States,New York,New York,Manhattan,15.0,10.0,0.0,0.0
9.7,-73.983288,40.761187,-73.99829799999999,40.741499,1,0.0150099999999895,0.0196880000000021,2010,7,28,18,2,evening rush hour,2527.227270790659,3.8381985316917273,United States,New York,New York,Manhattan,31.7,23.3,0.0,0.0
8.5,-73.9953,40.728719,-73.987488,40.75416,1,0.0078120000000012,0.0254410000000007,2011,7,14,7,3,morning rush hour,2901.223740139652,2.92979816840698,United States,New York,New York,Manhattan,28.9,17.8,0.0,0.0
4.9,-73.978468,40.748294,-73.982848,40.735082,1,0.0043799999999976,0.0132120000000028,2010,7,29,8,3,morning rush hour,1513.1004616135122,3.2383837850229913,United States,New York,New York,Manhattan,31.7,23.3,2.3,0.0
6.1,-73.986855,40.740415000000006,-74.004015,40.747673,5,0.0171599999999898,0.0072579999999931,2009,2,28,16,5,evening rush hour,1658.3678980252132,3.678315292561974,United States,New York,New York,Manhattan,12.2,-0.6,0.0,0.0
9.5,-73.975445,40.763321999999995,-73.959777,40.776612,1,0.0156679999999909,0.0132900000000049,2014,3,4,15,1,evening rush hour,1981.9010695709487,4.793377502973246,United States,New York,New York,Manhattan,-1.6,-10.5,0.0,0.0
6.5,-73.958945,40.780916999999995,-73.963145,40.773817,1,0.0041999999999973,0.0070999999999941,2010,2,12,7,4,morning rush hour,864.5030445571633,7.518770513213852,United States,New York,New York,Manhattan,2.8,-3.3,0.0,0.0
8.0,-73.95912,40.783355,-73.961573,40.768445,1,0.0024530000000027,0.0149100000000004,2014,10,16,17,3,evening rush hour,1668.6485653212396,4.794298911262889,United States,New York,New York,Manhattan,21.7,16.1,28.2,0.0
10.7,-73.96301899999999,40.758486,-73.968321,40.786555,2,0.0053020000000145,0.0280690000000021,2009,1,7,19,2,night,3149.02401828275,3.397878179994005,United States,New York,New York,Manhattan,3.3,-0.6,30.2,0.0
4.9,-73.993662,40.74167,-73.99025400000001,40.734489,1,0.0034079999999931,0.0071809999999956,2011,4,22,0,4,clubbing,847.808657594291,5.7796059949470795,United States,New York,New York,Manhattan,10.6,4.4,0.0,0.0
8.0,-73.99365300000001,40.721252,-73.980772,40.74208,1,0.0128810000000072,0.0208280000000016,2014,5,15,8,3,morning rush hour,2556.0977692762713,3.1297707373161647,United States,New York,New York,Manhattan,21.7,14.4,3.8,0.0
10.0,-73.96712,40.772432,-73.974188,40.755883,5,0.0070680000000038,0.0165490000000048,2014,6,12,13,3,afternoon,1932.2253988735583,5.175379645578493,United States,New York,New York,Manhattan,22.8,15.6,1.8,0.0
5.3,-73.992315,40.72489,-73.990945,40.718295,1,0.0013700000000085,0.0065950000000043,2011,7,17,2,6,clubbing,741.4555781203086,7.148101863952828,United States,New York,New York,Manhattan,32.8,22.2,0.0,0.0
6.1,-73.99762700000001,40.72085,-73.981608,40.732535,5,0.0160190000000142,0.0116849999999999,2011,4,25,21,0,night,1874.8949714464031,3.2535155797522375,United States,New York,New York,Manhattan,23.9,13.3,0.0,0.0
4.5,-74.00013299999999,40.718707,-73.998662,40.724613,1,0.0014709999999951,0.0059059999999959,2010,6,14,20,0,night,667.5243020265217,6.741327598618587,United States,New York,New York,Manhattan,26.1,17.8,0.3,0.0
5.0,-73.98419189453125,40.73830795288085,-73.99166107177734,40.743408203125,1,0.0074691772460937,0.0051002502441477,2015,1,31,11,5,afternoon,847.8130375145291,5.897526670099496,United States,New York,New York,Manhattan,-3.2,-10.5,0.0,0.0
6.5,-73.9876251220703,40.77025985717773,-73.97339630126955,40.7827262878418,1,0.0142288208007528,0.0124664306640696,2015,5,5,9,1,morning rush hour,1832.8592501465332,3.546371604628309,United States,New York,New York,Manhattan,29.4,18.9,0.0,0.0
8.5,-73.976398,40.782395,-73.974346,40.764889,1,0.0020520000000061,0.0175060000000044,2011,7,28,13,3,afternoon,1951.7364555109511,4.355096189344251,United States,New York,New York,Manhattan,30.6,21.7,0.0,0.0
14.0,-73.978952,40.783472,-73.97305,40.755632,1,0.005902000000006,0.0278400000000047,2014,11,23,20,6,night,3131.515456660379,4.470678875374408,United States,New York,New York,Manhattan,13.9,6.1,0.0,0.0
19.0,-74.00375366210938,40.72572326660156,-73.95545196533203,40.73747253417969,1,0.0483016967773437,0.011749267578125,2015,5,22,0,4,clubbing,4283.841948748709,4.435271008434337,United States,New York,New York,Manhattan,23.3,12.8,0.0,0.0
3.7,-73.985405,40.762963,-73.979152,40.764693,1,0.0062530000000009,0.001730000000002,2009,6,17,22,2,night,561.8375076784232,6.58553398346227,United States,New York,New York,Manhattan,20.0,12.8,0.0,0.0
7.7,-73.976098,40.781019,-73.953325,40.77688,1,0.0227729999999866,0.0041390000000021,2010,9,21,18,1,evening rush hour,1976.5818786268392,3.8956139805092738,United States,New York,New York,Manhattan,23.3,12.2,0.0,0.0
3.7,-73.981641,40.78045,-73.983189,40.771347,1,0.0015479999999996,0.0091030000000031,2009,1,14,10,2,morning rush hour,1019.2961912473096,3.62995568096092,United States,New York,New York,Manhattan,2.2,-8.9,0.0,0.0
12.0,-74.00154113769531,40.73065948486328,-73.97749328613281,40.75144958496094,4,0.0240478515625,0.0207901000976562,2015,5,7,19,3,night,3075.0320000596344,3.9023984139896046,United States,New York,New York,Manhattan,26.7,13.3,0.0,0.0
5.3,-73.980613,40.742693,-73.992248,40.729972,1,0.0116349999999982,0.0127210000000062,2010,7,2,16,4,evening rush hour,1720.8975067359906,3.0797882960807224,United States,New York,New York,Manhattan,27.8,16.1,0.0,0.0
6.5,-73.986302,40.726388,-73.976837,40.743603,1,0.0094649999999916,0.0172150000000002,2014,4,13,17,6,evening rush hour,2072.16038215564,3.136822832814774,United States,New York,New York,Manhattan,25.0,12.2,0.0,0.0
5.3,-73.986333,40.738722,-73.982558,40.750853,2,0.0037750000000045,0.0121309999999965,2009,3,3,7,1,morning rush hour,1384.3507969037016,3.8285093719411343,United States,New York,New York,Manhattan,-3.3,-11.1,0.0,0.0
7.7,-73.982507,40.771693,-73.977626,40.758084999999994,1,0.0048809999999974,0.0136080000000049,2011,2,3,9,3,morning rush hour,1566.3481259758437,4.915893135316171,United States,New York,New York,Manhattan,1.1,-4.4,0.0,0.0
8.1,-74.004492,40.742203,-73.9907,40.724523,1,0.0137919999999951,0.0176800000000056,2009,4,14,20,1,night,2282.995330474407,3.5479704631357336,United States,New York,New York,Manhattan,11.1,5.6,4.3,0.0
7.3,-73.974677,40.762751,-73.98971,40.752254,1,0.0150330000000025,0.0104970000000008,2009,10,22,11,3,afternoon,1723.446276229624,4.2356991921849625,United States,New York,New York,Manhattan,23.3,12.2,0.0,0.0
5.7,-73.974939,40.760406,-73.968,40.772591,1,0.0069390000000026,0.0121849999999952,2011,5,24,12,1,afternoon,1474.5245250684295,3.865652895624422,United States,New York,New York,Manhattan,27.2,18.9,0.0,0.0
9.4,-73.986662,40.75743,-73.98312800000001,40.780795,1,0.0035339999999877,0.0233649999999983,2009,2,15,23,6,clubbing,2611.7691690750885,3.599092948680776,United States,New York,New York,Manhattan,5.6,-2.2,0.0,0.0
10.9,-73.977245,40.750498,-74.004243,40.723948,1,0.026998000000006,0.0265500000000002,2011,10,27,19,3,night,3727.375954171286,2.924309255094558,United States,New York,New York,Manhattan,16.1,3.3,16.0,0.0
7.7,-73.965848,40.76208,-73.95818,40.781613,1,0.0076679999999953,0.0195330000000026,2009,2,27,15,4,evening rush hour,2263.6717850767686,3.4015531981103293,United States,New York,New York,Manhattan,16.1,6.1,1.0,0.0
6.9,-73.98134300000001,40.74136,-73.98014,40.751925,1,0.0012030000000038,0.0105649999999997,2009,5,7,10,3,morning rush hour,1177.6239139511033,5.859256013959053,United States,New York,New York,Manhattan,21.1,10.6,26.9,0.0
4.1,-73.99117199999999,40.755768,-73.98532800000001,40.763022,1,0.0058439999999819,0.007253999999996,2010,12,3,9,4,morning rush hour,944.682624035598,4.340081944648429,United States,New York,New York,Manhattan,4.4,0.6,0.0,0.0
11.5,-73.98243199999999,40.757277,-73.956017,40.781725,2,0.0264149999999858,0.0244479999999995,2014,3,31,18,0,evening rush hour,3513.4705414447844,3.2731169549726897,United States,New York,New York,Manhattan,13.3,2.2,4.1,0.0
8.0,-73.99864000000001,40.71978,-73.98411999999999,40.72539,4,0.0145200000000187,0.0056099999999972,2014,10,24,22,4,night,1375.8721157475438,5.8144938824153805,United States,New York,New York,Manhattan,17.2,10.6,0.0,0.0
4.9,-73.95201999999999,40.782033,-73.96289,40.777438,1,0.0108700000000112,0.0045950000000019,2010,1,2,9,5,morning rush hour,1049.9262120596534,4.666994636116008,United States,New York,New York,Manhattan,1.1,-8.3,0.5,5.0
13.7,-74.000294,40.735448,-73.954988,40.775858,2,0.0453059999999965,0.0404100000000013,2010,10,16,3,5,early morning,5897.026572304116,2.3232047256397332,United States,New York,New York,Manhattan,14.4,10.0,0.0,0.0
9.3,-73.981548,40.7802,-73.96643,40.784071999999995,1,0.015118000000001,0.0038719999999941,2010,11,15,15,0,evening rush hour,1346.6278210287412,6.906139806984955,United States,New York,New York,Manhattan,13.9,10.0,0.0,0.0
9.3,-73.993526,40.742324,-73.967184,40.77203,1,0.0263419999999996,0.0297059999999973,2009,6,19,14,4,afternoon,3978.722652995536,2.337433596432799,United States,New York,New York,Manhattan,25.0,17.2,0.0,0.0
5.7,-73.957723,40.77962,-73.968727,40.764415,6,0.0110039999999997,0.0152050000000016,2009,2,20,7,4,morning rush hour,1927.2028930747597,2.957654339604028,United States,New York,New York,Manhattan,0.6,-5.0,0.0,0.0
5.7,-73.980785,40.733956,-73.966849,40.752818,2,0.013936000000001,0.0188619999999986,2009,11,1,21,6,night,2402.6658100938116,2.3723648857255952,United States,New York,New York,Manhattan,14.4,9.4,0.3,0.0
6.1,-73.992083,40.742858,-73.976473,40.739332,1,0.0156099999999952,0.0035260000000008,2009,2,18,10,2,morning rush hour,1375.3897265621858,4.4351065608488085,United States,New York,New York,Manhattan,6.7,0.0,8.1,0.0
8.1,-74.00222,40.729562,-73.989932,40.758367,1,0.012287999999998,0.0288049999999984,2011,9,5,22,0,night,3362.9181955931713,2.408622371669458,United States,New York,New York,Manhattan,27.2,22.2,0.0,0.0
7.0,-73.99719,40.722343,-73.997722,40.738609999999994,1,0.0005319999999926,0.016266999999992,2014,3,25,21,1,night,1806.9881946962491,3.8738493259369,United States,New York,New York,Manhattan,3.9,-3.2,0.0,0.0
14.0,-73.998878,40.725421999999995,-73.98422,40.750896999999995,1,0.0146580000000113,0.0254750000000001,2014,8,14,16,3,evening rush hour,3088.0433889551527,4.533615055433834,United States,New York,New York,Manhattan,25.0,17.2,0.0,0.0
12.9,-73.98220500000001,40.769373,-74.00561,40.726693,1,0.0234049999999967,0.0426800000000042,2009,10,8,14,3,afternoon,5135.246086591333,2.5120509869397023,United States,New York,New York,Manhattan,17.2,11.1,0.0,0.0
7.3,-73.976256,40.776067,-73.955737,40.787862,1,0.0205190000000072,0.0117949999999993,2009,4,15,8,2,morning rush hour,2171.552911467104,3.361649610954269,United States,New York,New York,Manhattan,13.9,5.6,5.1,0.0
4.9,-73.977634,40.764349,-73.979781,40.756032,1,0.0021470000000078,0.0083170000000052,2010,5,2,9,6,morning rush hour,941.2213619543924,5.206001688938966,United States,New York,New York,Manhattan,31.1,18.9,0.0,0.0
9.7,-73.98984,40.734668,-73.977838,40.756332,5,0.0120019999999954,0.0216640000000012,2011,8,11,8,3,morning rush hour,2610.5981837615973,3.7156235150762726,United States,New York,New York,Manhattan,27.8,20.6,0.0,0.0
7.7,-73.974052,40.750968,-73.987415,40.74859,1,0.0133629999999982,0.0023780000000002,2010,6,22,18,1,evening rush hour,1159.0241710913344,6.64351977469952,United States,New York,New York,Manhattan,30.6,21.7,6.9,0.0
11.5,-73.98611450195312,40.72637939453125,-73.96006774902342,40.715763092041016,1,0.0260467529297017,0.0106163024902343,2015,1,21,3,2,early morning,2496.551827048737,4.606353401280902,United States,New York,New York,Manhattan,2.2,-3.8,0.0,0.0
10.5,-73.99589499999999,40.735778,-73.973093,40.763953,2,0.0228019999999844,0.0281749999999973,2009,8,6,18,3,evening rush hour,3673.921541117869,2.8579815552634673,United States,New York,New York,Manhattan,25.0,18.9,0.0,0.0
15.3,-73.99350799999999,40.75696,-73.958873,40.781125,1,0.0346349999999944,0.0241650000000035,2010,12,14,15,1,evening rush hour,3968.878442564245,3.8549933492331534,United States,New York,New York,Manhattan,-5.0,-7.2,0.3,3.0
